"id","genome","taxonomy","sample","infant"
"823","conN4_129_029G1_concoct_30.fa","Anaerococcus prevotii DSM 20548","N4_129_029G1","N4_129"
"824","conN4_131_000G1_concoct_0.fa","Bradyrhizobium sp. BTAi1","N4_131_000G1","N4_131"
"825","conN4_131_000G1_concoct_13.fa","Veillonella parvula DSM 2008","N4_131_000G1","N4_131"
"826","conN4_131_000G1_concoct_21.fa","Corynebacterium sp. ATCC 6931","N4_131_000G1","N4_131"
"827","conN4_131_000G1_concoct_35.fa","Acinetobacter baumannii","N4_131_000G1","N4_131"
"828","conN4_131_000G1_concoct_38.fa","Bifidobacterium animalis","N4_131_000G1","N4_131"
"829","conN4_131_009G1_concoct_2.fa","Escherichia coli","N4_131_009G1","N4_131"
"830","conN4_131_009G1_concoct_4.fa","Clostridium baratii str. Sullivan","N4_131_009G1","N4_131"
"831","conN4_131_015G1_concoct_11.fa","Pelosinus sp. UFO1","N4_131_015G1","N4_131"
"832","conN4_131_015G1_concoct_2.fa","Enterobacter cloacae complex sp. 35734","N4_131_015G1","N4_131"
"833","conN4_131_023G1_concoct_29.fa","Clostridioides difficile","N4_131_023G1","N4_131"
"834","conN4_131_023G1_concoct_35.fa","Clostridium perfringens","N4_131_023G1","N4_131"
"835","conN4_137_000G1_concoct_12.fa","Clostridium baratii str. Sullivan","N4_137_000G1","N4_137"
"836","conN4_137_000G1_concoct_16.fa","Clostridioides difficile","N4_137_000G1","N4_137"
"837","conN4_137_000G1_concoct_26.fa","Dermabacter vaginalis","N4_137_000G1","N4_137"
"838","conN4_137_005G1_concoct_15.fa","Escherichia coli","N4_137_005G1","N4_137"
"839","conN4_137_005G1_concoct_1.fa","Streptococcus agalactiae","N4_137_005G1","N4_137"
"840","conN4_137_005G1_concoct_2.fa","Staphylococcus epidermidis","N4_137_005G1","N4_137"
"841","conN4_137_005G1_concoct_7.fa","Haemophilus parainfluenzae T3T1","N4_137_005G1","N4_137"
"842","conN4_137_012G1_concoct_2.fa","Roseburia hominis A2-183","N4_137_012G1","N4_137"
"843","conN4_138_000G1_concoct_17.fa","Enterococcus casseliflavus EC20","N4_138_000G1","N4_138"
"844","conN4_138_000G1_concoct_34.fa","Roseburia hominis A2-183","N4_138_000G1","N4_138"
"845","conN4_138_005G1_concoct_27.fa","Veillonella parvula DSM 2008","N4_138_005G1","N4_138"
"846","conN4_138_005G1_concoct_31.fa","Leclercia adecarboxylata","N4_138_005G1","N4_138"
"847","conN4_138_005G1_concoct_5.fa","Streptococcus salivarius CCHSS3","N4_138_005G1","N4_138"
"848","conN4_138_008G1_concoct_14.fa","Clostridium baratii str. Sullivan","N4_138_008G1","N4_138"
"849","conN4_138_010G1_concoct_11.fa","Clostridioides difficile","N4_138_010G1","N4_138"
"850","conN4_138_010G1_concoct_29.fa","Streptococcus parasanguinis FW213","N4_138_010G1","N4_138"
"851","conN4_138_010G1_concoct_31.fa","Staphylococcus epidermidis","N4_138_010G1","N4_138"
"852","conN4_138_010G1_concoct_32.fa","Haemophilus parainfluenzae T3T1","N4_138_010G1","N4_138"
"853","conN4_138_010G1_concoct_7.fa","Campylobacter concisus 13826","N4_138_010G1","N4_138"
"854","conN4_138_012G1_concoct_11.fa","Finegoldia magna ATCC 29328","N4_138_012G1","N4_138"
"855","conN4_138_012G1_concoct_15.fa","Veillonella parvula DSM 2008","N4_138_012G1","N4_138"
"856","conN4_138_012G1_concoct_25.fa","Clostridium perfringens","N4_138_012G1","N4_138"
"857","conN4_139_000G1_concoct_21.fa","Lachnoclostridium sp. YL32","N4_139_000G1","N4_139"
"858","conN4_139_000G1_concoct_31.fa","Clostridium butyricum","N4_139_000G1","N4_139"
"859","conN4_139_000G1_concoct_6.fa","Clostridium perfringens","N4_139_000G1","N4_139"
"860","conN4_139_007G1_concoct_2.fa","Streptococcus thermophilus","N4_139_007G1","N4_139"
"861","conN4_139_007G1_concoct_4.fa","Staphylococcus lugdunensis","N4_139_007G1","N4_139"
"862","conN4_139_013G1_concoct_14.fa","Clostridium baratii str. Sullivan","N4_139_013G1","N4_139"
"863","conN4_139_013G1_concoct_6.fa","Staphylococcus epidermidis","N4_139_013G1","N4_139"
"864","conN4_139_013G1_concoct_7.fa","Enterococcus hirae","N4_139_013G1","N4_139"
"865","conN4_139_013G1_concoct_9.fa","Klebsiella pneumoniae","N4_139_013G1","N4_139"
"866","conN4_139_027G1_concoct_12.fa","Clostridioides difficile","N4_139_027G1","N4_139"
"867","conN4_139_027G1_concoct_14.fa","Veillonella parvula DSM 2008","N4_139_027G1","N4_139"
"868","conN4_139_027G1_concoct_16.fa","Enterobacter cloacae","N4_139_027G1","N4_139"
"869","conN4_139_027G1_concoct_20.fa","Eggerthella lenta DSM 2243","N4_139_027G1","N4_139"
"870","conN4_140_000G1_concoct_14.fa","Klebsiella pneumoniae","N4_140_000G1","N4_140"
"871","conN4_140_000G1_concoct_20.fa","Proteus mirabilis HI4320","N4_140_000G1","N4_140"
"872","conN4_140_000G1_concoct_23.fa","Enterococcus faecalis D32","N4_140_000G1","N4_140"
"873","conN4_140_000G1_concoct_4.fa","Klebsiella michiganensis","N4_140_000G1","N4_140"
"874","conN4_140_000G1_concoct_5.fa","Bacteroides thetaiotaomicron VPI-5482","N4_140_000G1","N4_140"
"875","conN4_140_016G1_concoct_13.fa","Enterobacter cloacae complex sp. 35734","N4_140_016G1","N4_140"
"876","conN4_140_016G1_concoct_16.fa","Citrobacter freundii CFNIH1","N4_140_016G1","N4_140"
"877","conN4_140_016G1_concoct_20.fa","Clostridium perfringens","N4_140_016G1","N4_140"
"878","conN4_140_034G1_concoct_11.fa","Fusobacterium nucleatum subsp. polymorphum","N4_140_034G1","N4_140"
"879","conN4_140_034G1_concoct_5.fa","Bacteroides ovatus","N4_140_034G1","N4_140"
"880","conN4_141_000G1_concoct_0.fa","Anaerococcus prevotii DSM 20548","N4_141_000G1","N4_141"
"881","conN4_141_000G1_concoct_11.fa","Propionibacterium acidipropionici","N4_141_000G1","N4_141"
"882","conN4_141_000G1_concoct_13.fa","Staphylococcus warneri SG1","N4_141_000G1","N4_141"
"883","conN4_141_000G1_concoct_1.fa","Eggerthella lenta DSM 2243","N4_141_000G1","N4_141"
"884","conN4_141_000G1_concoct_4.fa","Bacillus oceanisediminis 2691","N4_141_000G1","N4_141"
"885","conN4_141_000G1_concoct_9.fa","Finegoldia magna ATCC 29328","N4_141_000G1","N4_141"
"886","conN4_141_008G1_concoct_10.fa","Staphylococcus epidermidis","N4_141_008G1","N4_141"
"887","conN4_141_013G1_concoct_0.fa","Escherichia coli","N4_141_013G1","N4_141"
"888","conN4_141_020G1_concoct_0.fa","Enterococcus faecalis D32","N4_141_020G1","N4_141"
"889","conN4_141_037G1_concoct_13.fa","Enterococcus durans","N4_141_037G1","N4_141"
"890","conN4_141_037G1_concoct_14.fa","Clostridioides difficile","N4_141_037G1","N4_141"
"891","conN4_141_037G1_concoct_6.fa","Clostridium baratii str. Sullivan","N4_141_037G1","N4_141"
"892","conN4_142_000G1_concoct_10.fa","Veillonella parvula DSM 2008","N4_142_000G1","N4_142"
"893","conN4_142_000G1_concoct_12.fa","Streptococcus thermophilus","N4_142_000G1","N4_142"
"894","conN4_142_000G1_concoct_14.fa","Enterococcus faecalis D32","N4_142_000G1","N4_142"
"895","conN4_142_000G1_concoct_18.fa","Finegoldia magna ATCC 29328","N4_142_000G1","N4_142"
"896","conN4_142_000G1_concoct_1.fa","Staphylococcus epidermidis","N4_142_000G1","N4_142"
"897","conN4_142_000G1_concoct_2.fa","Anaerococcus prevotii DSM 20548","N4_142_000G1","N4_142"
"898","conN4_142_000G1_concoct_4.fa","Bifidobacterium breve","N4_142_000G1","N4_142"
"899","conN4_142_000G1_concoct_5.fa","Propionibacterium avidum 44067","N4_142_000G1","N4_142"
"900","conN4_142_000G1_concoct_8.fa","Clostridium baratii str. Sullivan","N4_142_000G1","N4_142"
"901","conN4_142_013G1_concoct_7.fa","Escherichia coli","N4_142_013G1","N4_142"
"902","conN4_142_020G1_concoct_20.fa","Clostridium baratii str. Sullivan","N4_142_020G1","N4_142"
"903","conN4_142_020G1_concoct_22.fa","Clostridioides difficile","N4_142_020G1","N4_142"
"904","conN4_142_036G1_concoct_8.fa","Bacteroides ovatus","N4_142_036G1","N4_142"
"905","conN4_150_000G1_concoct_17.fa","Enterococcus faecalis","N4_150_000G1","N4_150"
"906","conN4_150_000G1_concoct_20.fa","Pseudomonas aeruginosa","N4_150_000G1","N4_150"
"907","conN4_150_000G1_concoct_26.fa","Staphylococcus epidermidis","N4_150_000G1","N4_150"
"908","conN4_150_000G1_concoct_27.fa","Anaerococcus prevotii DSM 20548","N4_150_000G1","N4_150"
"909","conN4_150_000G1_concoct_28.fa","[Enterobacter] aerogenes","N4_150_000G1","N4_150"
"910","conN4_150_000G1_concoct_29.fa","Streptococcus salivarius","N4_150_000G1","N4_150"
"911","conN4_150_000G1_concoct_6.fa","Citrobacter freundii","N4_150_000G1","N4_150"
"912","conN4_150_014G1_concoct_24.fa","Escherichia coli","N4_150_014G1","N4_150"
"913","conN4_150_014G1_concoct_8.fa","Klebsiella pneumoniae","N4_150_014G1","N4_150"
"914","conN4_150_018G1_concoct_15.fa","Bifidobacterium breve","N4_150_018G1","N4_150"
"915","conN4_150_018G1_concoct_8.fa","Clostridioides difficile","N4_150_018G1","N4_150"
"916","conN4_150_021G1_concoct_6.fa","Clostridium perfringens","N4_150_021G1","N4_150"
"917","conN4_151_000G1_concoct_18.fa","Staphylococcus epidermidis","N4_151_000G1","N4_151"
"918","conN4_151_000G1_concoct_20.fa","Bradyrhizobium sp. BTAi1","N4_151_000G1","N4_151"
"919","conN4_151_000G1_concoct_25.fa","Veillonella parvula DSM 2008","N4_151_000G1","N4_151"
"920","conN4_151_000G1_concoct_36.fa","Streptococcus mitis","N4_151_000G1","N4_151"
"921","conN4_151_000G1_concoct_5.fa","Enterococcus faecalis","N4_151_000G1","N4_151"
"922","conN4_151_000G1_concoct_8.fa","Citrobacter amalonaticus","N4_151_000G1","N4_151"
"923","conN4_151_000G1_concoct_9.fa","Clostridioides difficile","N4_151_000G1","N4_151"
"924","conN4_151_006G1_concoct_16.fa","Enterococcus faecium","N4_151_006G1","N4_151"
"925","conN4_151_006G1_concoct_24.fa","[Enterobacter] aerogenes","N4_151_006G1","N4_151"
"926","conN4_151_014G1_concoct_2.fa","Escherichia coli","N4_151_014G1","N4_151"
"927","conN4_151_014G1_concoct_8.fa","Staphylococcus epidermidis","N4_151_014G1","N4_151"
"928","conN4_151_017G1_concoct_12.fa","Citrobacter freundii","N4_151_017G1","N4_151"
"929","conN4_151_021G1_concoct_6.fa","Klebsiella pneumoniae","N4_151_021G1","N4_151"
"930","conN4_152_000G1_concoct_13.fa","Anaerococcus prevotii DSM 20548","N4_152_000G1","N4_152"
"931","conN4_152_000G1_concoct_16.fa","[Enterobacter] aerogenes","N4_152_000G1","N4_152"
"932","conN4_152_000G1_concoct_29.fa","Propionibacterium avidum 44067","N4_152_000G1","N4_152"
"933","conN4_152_000G1_concoct_2.fa","Clostridium butyricum","N4_152_000G1","N4_152"
"934","conN4_152_000G1_concoct_30.fa","Clostridioides difficile","N4_152_000G1","N4_152"
"935","conN4_152_000G1_concoct_36.fa","Bacteroides ovatus","N4_152_000G1","N4_152"
"936","conN4_152_000G1_concoct_37.fa","Mobiluncus curtisii ATCC 43063","N4_152_000G1","N4_152"
"937","conN4_152_000G1_concoct_8.fa","Citrobacter freundii","N4_152_000G1","N4_152"
"938","conN4_152_000G1_concoct_9.fa","Lactococcus lactis subsp. cremoris SK11","N4_152_000G1","N4_152"
"939","conN4_152_006G1_concoct_19.fa","Escherichia coli","N4_152_006G1","N4_152"
"940","conN4_152_006G1_concoct_22.fa","Bradyrhizobium sp. BTAi1","N4_152_006G1","N4_152"
"941","conN4_152_006G1_concoct_31.fa","Enterococcus faecalis","N4_152_006G1","N4_152"
"942","conN4_152_014G1_concoct_17.fa","Staphylococcus epidermidis","N4_152_014G1","N4_152"
"943","conN4_152_014G1_concoct_19.fa","Streptococcus salivarius","N4_152_014G1","N4_152"
"944","conN4_152_018G1_concoct_4.fa","Escherichia coli","N4_152_018G1","N4_152"
"945","conN4_152_021G1_concoct_26.fa","Veillonella parvula DSM 2008","N4_152_021G1","N4_152"
"946","conN4_152_021G1_concoct_3.fa","Clostridium perfringens","N4_152_021G1","N4_152"
"947","conN4_152_021G1_concoct_6.fa","Klebsiella pneumoniae","N4_152_021G1","N4_152"
"948","conN4_154_000G1_concoct_10.fa","Leclercia adecarboxylata","N4_154_000G1","N4_154"
"949","conN4_154_000G1_concoct_14.fa","Enterobacter cloacae","N4_154_000G1","N4_154"
"950","conN4_154_000G1_concoct_29.fa","Finegoldia magna ATCC 29328","N4_154_000G1","N4_154"
"951","conN4_154_000G1_concoct_7.fa","Streptococcus mitis","N4_154_000G1","N4_154"
"952","conN4_154_006G1_concoct_14.fa","Enterococcus faecalis D32","N4_154_006G1","N4_154"
"953","conN4_154_006G1_concoct_17.fa","Staphylococcus epidermidis","N4_154_006G1","N4_154"
"954","conN4_154_006G1_concoct_22.fa","Clostridium perfringens","N4_154_006G1","N4_154"
"955","conN4_154_013G1_concoct_1.fa","Streptococcus anginosus","N4_154_013G1","N4_154"
"956","conN4_154_020G1_concoct_19.fa","Veillonella parvula DSM 2008","N4_154_020G1","N4_154"
"957","conN4_154_020G1_concoct_22.fa","Clostridium baratii str. Sullivan","N4_154_020G1","N4_154"
"958","conN4_154_020G1_concoct_23.fa","Clostridioides difficile","N4_154_020G1","N4_154"
"959","conN4_154_020G1_concoct_24.fa","Stenotrophomonas maltophilia K279a","N4_154_020G1","N4_154"
"960","conN4_154_020G1_concoct_32.fa","Finegoldia magna ATCC 29328","N4_154_020G1","N4_154"
"961","conN4_154_020G1_concoct_36.fa","Bradyrhizobium sp. BTAi1","N4_154_020G1","N4_154"
"962","conN4_154_020G1_concoct_5.fa","Actinomyces sp. oral taxon 414","N4_154_020G1","N4_154"
"963","conN4_154_020G1_concoct_7.fa","Staphylococcus epidermidis","N4_154_020G1","N4_154"
"964","conN4_154_020G1_concoct_8.fa","Pseudomonas aeruginosa","N4_154_020G1","N4_154"
"965","conN4_155_000G1_concoct_17.fa","Clostridium perfringens","N4_155_000G1","N4_155"
"966","conN4_155_000G1_concoct_18.fa","Finegoldia magna ATCC 29328","N4_155_000G1","N4_155"
"967","conN4_155_000G1_concoct_2.fa","Pantoea vagans C9-1","N4_155_000G1","N4_155"
"968","conN4_155_006G1_concoct_13.fa","Staphylococcus lugdunensis","N4_155_006G1","N4_155"
"969","conN4_155_009G1_concoct_0.fa","Propionibacterium acidipropionici","N4_155_009G1","N4_155"
"970","conN4_155_009G1_concoct_16.fa","Enterococcus hirae ATCC 9790","N4_155_009G1","N4_155"
"971","conN4_155_009G1_concoct_18.fa","Staphylococcus epidermidis","N4_155_009G1","N4_155"
"972","conN4_155_009G1_concoct_19.fa","Clostridioides difficile","N4_155_009G1","N4_155"
"973","conN4_155_009G1_concoct_22.fa","Streptococcus anginosus","N4_155_009G1","N4_155"
"974","conN4_155_009G1_concoct_2.fa","Actinomyces sp. oral taxon 414","N4_155_009G1","N4_155"
"975","conN4_155_009G1_concoct_6.fa","Propionibacterium avidum 44067","N4_155_009G1","N4_155"
"976","conN4_155_013G1_concoct_14.fa","Veillonella parvula DSM 2008","N4_155_013G1","N4_155"
"977","conN4_155_013G1_concoct_15.fa","Lactobacillus salivarius","N4_155_013G1","N4_155"
"978","conN4_155_013G1_concoct_9.fa","Staphylococcus epidermidis","N4_155_013G1","N4_155"
"979","conN4_155_020G1_concoct_6.fa","Veillonella parvula DSM 2008","N4_155_020G1","N4_155"
"980","conN4_159_000G1_concoct_26.fa","Dermabacter vaginalis","N4_159_000G1","N4_159"
"981","conN4_159_000G1_concoct_30.fa","Staphylococcus warneri SG1","N4_159_000G1","N4_159"
"982","conN4_159_000G1_concoct_31.fa","Escherichia coli","N4_159_000G1","N4_159"
"983","conN4_159_000G1_concoct_32.fa","Bradyrhizobium sp. BTAi1","N4_159_000G1","N4_159"
"984","conN4_159_015G1_concoct_5.fa","Staphylococcus epidermidis","N4_159_015G1","N4_159"
"985","conN4_159_015G1_concoct_7.fa","Enterococcus faecalis","N4_159_015G1","N4_159"
"986","conN4_159_024G1_concoct_0.fa","Lactococcus lactis subsp. cremoris SK11","N4_159_024G1","N4_159"
"987","conN4_159_024G1_concoct_27.fa","Streptococcus mitis","N4_159_024G1","N4_159"
"988","conN4_159_039G1_concoct_6.fa","Staphylococcus aureus","N4_159_039G1","N4_159"
"989","conN4_159_053G1_concoct_1.fa","Clostridium butyricum","N4_159_053G1","N4_159"
"990","conN4_160_000G1_concoct_1.fa","Propionibacterium avidum 44067","N4_160_000G1","N4_160"
"991","conN4_160_000G1_concoct_24.fa","Neisseria meningitidis","N4_160_000G1","N4_160"
"992","conN4_160_000G1_concoct_28.fa","Gemella sp. oral taxon 928","N4_160_000G1","N4_160"
"993","conN4_160_000G1_concoct_32.fa","Clostridioides difficile","N4_160_000G1","N4_160"
"994","conN4_160_010G1_concoct_14.fa","Bradyrhizobium sp. BTAi1","N4_160_010G1","N4_160"
"995","conN4_160_010G1_concoct_23.fa","Corynebacterium simulans","N4_160_010G1","N4_160"
"996","conN4_160_010G1_concoct_27.fa","Corynebacterium atypicum","N4_160_010G1","N4_160"
"997","conN4_160_010G1_concoct_2.fa","Staphylococcus epidermidis","N4_160_010G1","N4_160"
"998","conN4_160_039G1_concoct_17.fa","Lactobacillus reuteri","N4_160_039G1","N4_160"
"999","conN4_160_039G1_concoct_24.fa","Enterococcus faecalis ATCC 29212","N4_160_039G1","N4_160"
"1000","conN4_160_053G1_concoct_17.fa","Staphylococcus aureus","N4_160_053G1","N4_160"
"1001","conN4_165_037G1_concoct_4.fa","Klebsiella oxytoca","N4_165_037G1","N4_165"
"1002","conN4_165_051G1_concoct_10.fa","Enterococcus faecalis","N4_165_051G1","N4_165"
"1003","conN4_166_000G1_concoct_14.fa","Streptococcus mitis","N4_166_000G1","N4_166"
"1004","conN4_166_000G1_concoct_16.fa","Finegoldia magna ATCC 29328","N4_166_000G1","N4_166"
"1005","conN4_166_000G1_concoct_22.fa","Enterococcus faecalis","N4_166_000G1","N4_166"
"1006","conN4_166_000G1_concoct_29.fa","Clostridium baratii str. Sullivan","N4_166_000G1","N4_166"
"1007","conN4_166_000G1_concoct_2.fa","Clostridium tetani E88","N4_166_000G1","N4_166"
"1008","conN4_166_020G1_concoct_12.fa","Clostridium sporogenes","N4_166_020G1","N4_166"
"1009","conN4_166_020G1_concoct_1.fa","Pseudomonas aeruginosa","N4_166_020G1","N4_166"
"1010","conN4_166_027G1_concoct_12.fa","Klebsiella pneumoniae","N4_166_027G1","N4_166"
"1011","conN4_166_027G1_concoct_18.fa","Klebsiella oxytoca","N4_166_027G1","N4_166"
"1012","conN4_166_027G1_concoct_1.fa","Clostridium butyricum","N4_166_027G1","N4_166"
"1013","conN4_166_027G1_concoct_3.fa","Clostridioides difficile","N4_166_027G1","N4_166"
"1014","conN4_166_027G1_concoct_5.fa","Veillonella parvula DSM 2008","N4_166_027G1","N4_166"
"1015","conN4_166_061G1_concoct_4.fa","Actinomyces meyeri","N4_166_061G1","N4_166"
"1016","conN4_166_061G1_concoct_6.fa","Klebsiella oxytoca KONIH1","N4_166_061G1","N4_166"
"1017","conN4_166_061G1_concoct_8.fa","Citrobacter freundii","N4_166_061G1","N4_166"
"1018","conN4_167_000G1_concoct_10.fa","Propionibacterium avidum 44067","N4_167_000G1","N4_167"
"1019","conN4_167_000G1_concoct_11.fa","Clostridium botulinum","N4_167_000G1","N4_167"
"1020","conN4_167_000G1_concoct_20.fa","Anaerococcus prevotii DSM 20548","N4_167_000G1","N4_167"
"1021","conN4_167_000G1_concoct_3.fa","Clostridium sporogenes","N4_167_000G1","N4_167"
"1022","conN4_167_000G1_concoct_4.fa","Clostridium butyricum","N4_167_000G1","N4_167"
"1023","conN4_167_020G1_concoct_0.fa","Escherichia coli","N4_167_020G1","N4_167"
"1024","conN4_167_020G1_concoct_11.fa","Corynebacterium atypicum","N4_167_020G1","N4_167"
"1025","conN4_167_020G1_concoct_13.fa","Staphylococcus epidermidis","N4_167_020G1","N4_167"
"1026","conN4_167_020G1_concoct_14.fa","Veillonella parvula DSM 2008","N4_167_020G1","N4_167"
"1027","conN4_167_020G1_concoct_2.fa","Clostridium baratii str. Sullivan","N4_167_020G1","N4_167"
"1028","conN4_167_020G1_concoct_5.fa","Enterococcus faecalis","N4_167_020G1","N4_167"
"1029","conN4_167_027G1_concoct_16.fa","Veillonella parvula DSM 2008","N4_167_027G1","N4_167"
"1030","conN4_167_066G1_concoct_0.fa","Clostridium baratii str. Sullivan","N4_167_066G1","N4_167"
"1031","conN4_167_066G1_concoct_2.fa","Flavonifractor plautii","N4_167_066G1","N4_167"
"1032","conN4_167_072G1_concoct_10.fa","Clostridium perfringens","N4_167_072G1","N4_167"
"1033","conN4_167_072G1_concoct_18.fa","Veillonella parvula DSM 2008","N4_167_072G1","N4_167"
"1034","conN4_167_072G1_concoct_1.fa","Citrobacter freundii","N4_167_072G1","N4_167"
"1035","conN4_168_000G1_concoct_17.fa","Enterobacter cloacae complex sp. 35734","N4_168_000G1","N4_168"
"1036","conN4_168_000G1_concoct_9.fa","Staphylococcus epidermidis","N4_168_000G1","N4_168"
"1037","conN4_168_017G1_concoct_27.fa","Serratia marcescens","N4_168_017G1","N4_168"
"1038","conN4_168_021G1_concoct_13.fa","Veillonella parvula DSM 2008","N4_168_021G1","N4_168"
"1039","conN4_168_021G1_concoct_15.fa","Klebsiella pneumoniae","N4_168_021G1","N4_168"
"1040","conN4_168_021G1_concoct_1.fa","Enterobacter hormaechei subsp. steigerwaltii","N4_168_021G1","N4_168"
"1041","conN4_168_021G1_concoct_20.fa","Enterococcus faecalis","N4_168_021G1","N4_168"
"1042","conN4_170_000G1_concoct_16.fa","Eggerthella lenta DSM 2243","N4_170_000G1","N4_170"
"1043","conN4_170_000G1_concoct_23.fa","Neisseria elongata subsp. glycolytica ATCC 29315","N4_170_000G1","N4_170"
"1044","conN4_170_000G1_concoct_29.fa","Enterococcus gallinarum","N4_170_000G1","N4_170"
"1045","conN4_170_009G1_concoct_63.fa","Escherichia coli","N4_170_009G1","N4_170"
"1046","conN4_170_012G1_concoct_13.fa","Enterococcus faecalis D32","N4_170_012G1","N4_170"
"1047","conN4_170_012G1_concoct_18.fa","Proteus mirabilis HI4320","N4_170_012G1","N4_170"
"1048","conN4_170_019G1_concoct_12.fa","Bifidobacterium bifidum","N4_170_019G1","N4_170"
"1049","conN4_170_019G1_concoct_23.fa","Escherichia coli","N4_170_019G1","N4_170"
"1050","conN4_170_019G1_concoct_35.fa","Veillonella parvula DSM 2008","N4_170_019G1","N4_170"
"1051","conN4_170_019G1_concoct_40.fa","Clostridioides difficile","N4_170_019G1","N4_170"
"1052","conN4_171_000G1_concoct_13.fa","Serratia marcescens","N4_171_000G1","N4_171"
"1053","conN4_171_000G1_concoct_41.fa","Acinetobacter pittii","N4_171_000G1","N4_171"
"1054","conN4_171_005G1_concoct_13.fa","Clostridium perfringens","N4_171_005G1","N4_171"
"1055","conN4_171_005G1_concoct_7.fa","Staphylococcus warneri SG1","N4_171_005G1","N4_171"
"1056","conN4_171_017G1_concoct_34.fa","Staphylococcus aureus","N4_171_017G1","N4_171"
"1057","conN4_171_026G1_concoct_11.fa","Staphylococcus epidermidis","N4_171_026G1","N4_171"
"1058","conN4_176_000G1_concoct_0.fa","Clostridioides difficile","N4_176_000G1","N4_176"
"1059","conN4_176_000G1_concoct_15.fa","Clostridium butyricum","N4_176_000G1","N4_176"
"1060","conN4_176_000G1_concoct_1.fa","Kluyvera intermedia","N4_176_000G1","N4_176"
"1061","conN4_176_000G1_concoct_22.fa","Clostridium baratii str. Sullivan","N4_176_000G1","N4_176"
"1062","conN4_176_000G1_concoct_3.fa","Acidaminococcus fermentans DSM 20731","N4_176_000G1","N4_176"
"1063","conN4_176_000G1_concoct_5.fa","Veillonella parvula DSM 2008","N4_176_000G1","N4_176"
"1064","conN4_176_051G1_concoct_20.fa","Streptococcus sp. VT 162","N4_176_051G1","N4_176"
"1065","conN4_177_000G1_concoct_0.fa","Enterococcus faecalis","N4_177_000G1","N4_177"
"1066","conN4_177_000G1_concoct_18.fa","Anaerococcus prevotii DSM 20548","N4_177_000G1","N4_177"
"1067","conN4_177_000G1_concoct_22.fa","Lawsonella clevelandensis","N4_177_000G1","N4_177"
"1068","conN4_177_000G1_concoct_31.fa","Bifidobacterium breve","N4_177_000G1","N4_177"
"1069","conN4_177_000G1_concoct_39.fa","Veillonella parvula DSM 2008","N4_177_000G1","N4_177"
"1070","conN4_177_011G1_concoct_1.fa","Enterobacter cloacae","N4_177_011G1","N4_177"
"1071","conN4_177_011G1_concoct_9.fa","Clostridium perfringens","N4_177_011G1","N4_177"
"1072","conN4_177_039G1_concoct_9.fa","Anaerococcus prevotii DSM 20548","N4_177_039G1","N4_177"
"1073","conN4_177_045G1_concoct_12.fa","Escherichia coli","N4_177_045G1","N4_177"
"1074","conN4_177_045G1_concoct_13.fa","Clostridium perfringens","N4_177_045G1","N4_177"
"1075","conN4_177_045G1_concoct_19.fa","Klebsiella pneumoniae","N4_177_045G1","N4_177"
"1076","conN4_177_045G1_concoct_1.fa","Finegoldia magna ATCC 29328","N4_177_045G1","N4_177"
"1077","conN4_179_000G1_concoct_17.fa","Finegoldia magna ATCC 29328","N4_179_000G1","N4_179"
"1078","conN4_179_000G1_concoct_23.fa","Hafnia alvei","N4_179_000G1","N4_179"
"1079","conN4_179_000G1_concoct_37.fa","Klebsiella variicola At-22","N4_179_000G1","N4_179"
"1080","conN4_179_000G1_concoct_7.fa","Clostridioides difficile","N4_179_000G1","N4_179"
"1081","conN4_179_013G1_concoct_9.fa","Aeromonas hydrophila 4AK4","N4_179_013G1","N4_179"
"1082","conN4_179_018G1_concoct_11.fa","Klebsiella oxytoca","N4_179_018G1","N4_179"
"1083","conN4_179_018G1_concoct_3.fa","Veillonella parvula DSM 2008","N4_179_018G1","N4_179"
"1084","conN4_179_018G1_concoct_8.fa","Clostridium butyricum","N4_179_018G1","N4_179"
"1085","conN4_179_023G1_concoct_11.fa","Anaerococcus prevotii DSM 20548","N4_179_023G1","N4_179"
"1086","conN4_179_023G1_concoct_21.fa","Clostridium baratii str. Sullivan","N4_179_023G1","N4_179"
"1087","conN4_179_023G1_concoct_28.fa","Enterobacter cloacae complex sp. 35734","N4_179_023G1","N4_179"
"1088","conN4_179_023G1_concoct_32.fa","Enterococcus faecalis ATCC 29212","N4_179_023G1","N4_179"
"1089","conN4_179_036G1_concoct_19.fa","Enterobacter cloacae","N4_179_036G1","N4_179"
"1090","conN4_179_064G1_concoct_22.fa","Escherichia coli","N4_179_064G1","N4_179"
"1091","conN4_180_000G1_concoct_13.fa","Staphylococcus epidermidis","N4_180_000G1","N4_180"
"1092","conN4_180_000G1_concoct_14.fa","Clostridioides difficile","N4_180_000G1","N4_180"
"1093","conN4_180_000G1_concoct_21.fa","Veillonella parvula DSM 2008","N4_180_000G1","N4_180"
"1094","conN4_180_000G1_concoct_30.fa","Kluyvera intermedia","N4_180_000G1","N4_180"
"1095","conN4_180_000G1_concoct_32.fa","Clostridium baratii str. Sullivan","N4_180_000G1","N4_180"
"1096","conN4_180_000G1_concoct_40.fa","Klebsiella variicola At-22","N4_180_000G1","N4_180"
"1097","conN4_180_000G1_concoct_45.fa","Hafnia alvei","N4_180_000G1","N4_180"
"1098","conN4_180_018G1_concoct_20.fa","Enterococcus faecalis D32","N4_180_018G1","N4_180"
